fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
13.263308154492796,,0.35871552541701346,2.1094643256734456,,28.043445286152064,41.44692280777304,1.0337169094075667,3.36904666214117,,11.02589901451718,5.0
5.947115327044215,0.41731896311778316,0.7486452341262,3.7868800721281417,0.09183274249932932,8.38982263467627,76.37551182057048,1.0248137119319485,3.8473554499864244,,12.629127736008067,3.0
8.563014525714317,0.49882206274669194,0.21070496386720317,19.464228278454737,,38.69881829642379,9.839356231804082,1.0251225253674574,3.388524305692947,1.8144010235680668,12.077876859293958,3.0
5.875765360560207,,0.5653302545716099,8.424843895635373,0.034357954778358915,32.41578356514995,74.43312332823324,,3.606430600702967,1.5073567421376504,14.894100962795214,3.0
4.671857558403501,1.4917951057096346,0.3602339188004279,11.180019727470938,0.08279436911425157,52.75010759207499,43.93559891792611,1.0092321700083897,3.9541604551295255,1.4694276973144278,14.503534521797766,5.0
6.641601806560123,0.2910156535794264,0.6247838627894025,,0.09690750777401204,,,1.0305077931506652,3.4173564527309273,1.6671449424062277,10.252159209007944,5.0
12.940795239832529,1.3153991561285074,0.44044135031242404,19.62424636657192,0.04687055823632673,5.287269667288246,121.07898401529063,1.0103796372288865,3.097625217932903,1.1090407567044411,9.866593344927532,7.0
,0.8378580494763123,0.057844449447160606,8.989619092444554,0.07516262698956291,39.693425272316176,187.02374552372117,0.9900473706655931,3.177276875535189,1.09841223681776,13.295868620404715,7.0
12.483973813545402,0.6380573060235543,0.23879621138153928,18.940001205575573,0.048615613237239945,37.23698841482167,68.01331736948637,1.0244385105019045,3.57048136072947,1.6331182046945354,9.418598453933017,7.0
14.450681637558855,0.256687467156819,0.14055296757836078,2.688605329596044,0.010376869926516208,17.134996407123808,73.68504013879533,1.01680132330468,3.9787130415204546,1.4406570061258344,13.496420075389775,4.0
13.945745639431232,0.9734030545472021,0.8034827432968846,15.563280784469946,0.022431276382622253,50.346336067213564,80.36020004394737,1.0392384936212689,3.3929769607059024,1.143499074371896,14.499654525297007,7.0
12.494692462263231,0.5148313686383861,0.756751505688635,14.16193441058632,0.03918964396163663,33.6160776673826,190.10982849241682,1.011902854001556,3.3791480738139796,1.8072023134872088,14.554399273787595,7.0
14.806164785994671,0.5265507947372571,0.28740959646557973,5.692890028321093,0.08977423257641276,2.9719907736947215,172.45526886326812,1.0246726248864546,3.258053671938749,1.2859452943453429,13.402638279347642,6.0
11.000514523901584,1.4567436821971358,0.53302886724614,14.992848558557002,0.04837585211214603,35.079171757590885,145.92329702252488,1.0020839461676332,3.9870883266575055,1.646405314421333,12.322901192467329,5.0
11.348936502277109,0.8771189290232007,0.15159507480009937,14.656779634458466,0.04481265178466921,28.372239543838564,100.88889888870294,1.019436814553892,2.9106703904153464,1.5403313037000823,12.285463442800511,3.0
4.247162391521291,0.23018689575238502,0.90194019674915,0.6128150154105877,0.03313564229702879,43.33612157626361,12.713713779709563,1.0056399829537261,3.5537649073192554,0.45614557328964167,9.503275660775579,3.0
